simp_plot,reservatio,community.x,longitude,latitude,vibifq,carex,dicot,shade,shrub,hydro,svp,fqi,sens_rel,tol_rel,developed.x,ldi,small_tree,subcanopy_dens,subcanopy_dom,subcanopy_iv,canopy_dens,canopy_dom,canopy_iv,monocots,perc_open,slope,aspect,twi,V1,ACFL,ALFL,AMCR,AMGO,AMKE,AMRE,AMRO,AMWO,BADO,BAEA,BANS,BAOR,BARS,BCCH,BEKI,BGGN,BHCO,BHVI,BLJA,BOBO,BRCR,BRTH,BTNW,BWHA,BWWA,CANG,CARW,CEDW,CERW,CHSP,CHSW,CLSW,COGR,COHA,COYE,DEJU,DOWO,EABL,EAKI,EAME,EAPH,EATO,EAWP,EUST,FISP,GBHE,GCFL,GHOW,GRCA,GRHE,HAWO,HERG,HETH,HOFI,HOSP,HOWA,HOWR,INBU,KILL,LOWA,MALL,MODO,NOCA,NOFL,NOPA,NRWS,OROR,OVEN,PIWO,PUFI,PUMA,RBGR,RBGU,RBNU,RBWO,REVI,RHWO,ROPI,RSHA,RTHA,RTHU,RWBL,SAVS,SCTA,SOSP,SWSP,TRES,TUTI,TUVU,VEER,VIRA,WAVI,WBNU,WEVI,WIFL,WITU,WIWR,WODU,WOTH,YBCU,YEWA,YTVI,YTWA,plot_id,id,reservation,community.y,vibi,fqai,deer,year,panel,pcap.id,fragment.id,developed.y,activity.area,closest.developed,sanctioned.trail,bootleg.trail,closest.trail,developed.edge,stream.edge,total.edges,fragment.area,fragment.perimeter,ldi.index.score,area,perimeter,ldi_3k,dist_road
1066,HI,SugarMapleMixedHardwoodForest,0,0,68.88863543,4,29,31,0.084167927,0.098776909,3,27.95510338,0.178757154,0.10493594,595,0.290752064,0.140625,120,65.9965,0.043472371,940,62563.85712,0.226043094,5,3.445,5.56,71.64,8.86028,0,3,0,2,2,0,3,0,0,0,0,0,0,0,2,0,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,1,0,0,2,0,0,0,2,0,1,0,0,3,0,0,0,0,0,3,0,0,1,0,1066_1st,66,Hinckley,Sugar maple forest,57,31.00680929,medium,2010,Year_1,66,318,595,724,595,38,57,38,23105,0,23105,4185661,12531,1.38,2877403,9218,0.290752064,1130.678082
1067,MS,WetMesicRedMapleForest,0,0,28.81590473,2,19,18,0.094015522,0.402602373,0,17.82675246,0,0.213930348,82,1.118754258,0.054347826,370,221.693,0.078058816,310,73050.14041,0.140872585,3,2.73,0.02,133.15,11.65729,0,2,0,0,2,0,0,5,0,0,0,0,1,0,4,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,2,0,0,1,7,0,0,0,0,0,0,0,6,1,0,0,2,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,1067_1st,67,Mill Stream Run,"""MIXED"" FORESTS",40,17.09818195,high,2010,Year_1,67,1912,82,NA,82,49,23,23,4635,974,5609,362906,4689,1.31,0,0,1.118754258,148.6826298
1068,BE,BeechMixedHardwoodHemlockForest,0,0,77.52964861,6,51,53,0.026499518,0.163033599,5,30.13768405,0.394362133,0.108948743,290,6.101157084,0.24137931,40,7.852,0.050776356,420,36052.57019,0.132318965,5,22.815,1.67,46,8.57686,0,8,0,1,1,0,0,4,0,0,0,0,0,0,2,0,2,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1068_1st,68,Bedford,"""MIXED"" FORESTS",66,32.15164959,medium high,2010,Year_1,68,3072,290,196,196,40,5,5,6617,4929,11546,965735,8324,1.24,458541,4240,6.101157084,321.7542407
1069,HI,SugarMapleMixedHardwoodForest,0,0,51.51285762,5,41,32,0.047573501,0.310688341,1,22.58470645,0.1064645,0.298294729,11,0.674343543,0.152777778,240,2887.289,0.172589893,280,32296.47422,0.103343897,3,45.435,4.15,182.42,7.75522,0,0,0,3,2,0,0,3,0,0,0,0,1,1,1,1,0,3,0,2,0,0,0,0,0,0,0,0,1,0,3,2,0,2,0,1,0,1,0,0,0,0,3,3,1,0,0,0,0,1,0,0,0,0,1,0,0,3,1,1,0,0,2,3,1,0,0,0,0,0,0,0,2,0,0,3,2,0,0,0,0,0,3,0,0,3,0,1,1,0,1,0,0,1,3,0,0,0,1,2,1,2,0,0,1069_1st,69,Hinckley,Mesic Floodplain Forest,67,25.25,medium,2010,Year_1,69,517,11,NA,11,NA,NA,NA,11862,5584,17446,1444312,11430,1.1,0,0,0.674343543,46.85846719
1070,BW,WetMesicRedMapleForest,0,0,55.28784698,2,20,20,0.268922623,0.55777043,5,23.33452378,0.08502598,0.030420406,206,0.440455158,0.132911392,480,318.2045,0.078583203,680,67598.79074,0.135921849,4,3.9,0.38,356.02,14.31345,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1070_1st,70,Bradley Woods,"""MIXED"" FORESTS",64,25.21096175,medium high,2010,Year_1,70,9822,206,NA,206,504,330,330,9409,0,9409,929300,6451,1.4,415982,3069,0.440455158,339.2161048
1071,MS,BottomlandForest,0,0,31.07312806,3,28,24,0.04592818,0.157366993,1,18.57708557,0.026542409,0.381148991,79,3.045624633,0.148148148,40,14.9695,0.04661967,260,21983.23249,0.081235643,1,8.32,0.4,127.98,12.17002,0,1,0,2,2,0,0,6,0,0,0,0,2,0,3,0,2,2,0,4,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,2,0,2,0,0,0,0,0,0,4,7,3,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,2,5,0,0,1,0,0,0,0,0,2,0,0,5,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1071_1st,71,Mill Stream Run,Mesic Floodplain Forest,47,18,medium high,2010,Year_1,71,1154,79,NA,79,49,374,49,3086,0,3086,126174,2257,1.89,0,0,3.045624633,98.30901755
1072,WC,WetMesicRedMapleForest,0,0,18.81203235,5,17,16,0.008797321,0.383464465,0,11.4922334,0.000309558,0.390790662,18,2.519946966,0.340425532,0,0,0,740,154453.3765,0.36662902,4,2.535,3.94,116.14,11.12533,0,0,0,0,6,0,0,6,0,0,0,0,1,0,2,0,0,6,0,5,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,4,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,3,6,0,2,0,1,0,0,2,1,2,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072_1st,72,West Creek,Red maple thickets and woodlands,10,13.59779394,very high,2010,Year_1,72,5174,18,55,18,NA,NA,NA,1771,0,1771,50594,1340,2.92,0,0,2.519946966,65.42197544
1073,HI,RuderalWetMesicShrublandandThicket,0,0,7.35190248,6,35,16,0.227282592,0.008101442,0,15.74853623,0,0.884908725,107,0.818038101,0.030470914,0,0,0,4150,8140.738125,0.10719731,2,3.12,26.46,225.08,7.48724,0,5,0,5,2,0,0,3,0,0,0,0,0,4,3,0,1,0,0,5,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,1,0,2,0,0,0,2,1,5,0,2,0,1,0,0,0,0,0,0,2,5,5,0,2,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,1,0,1,3,0,0,4,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1073_1st,73,Hinckley,Blackberry and Dogwood thicket,40,15.87657311,medium high,2010,Year_1,73,664,107,34,34,553,334,334,12373,3242,15615,2008135,8465,1.7,0,0,0.818038101,187.2619427
1074,RR,SugarMapleMixedHardwoodForest,0,0,13.72022898,0,26,15,0.004714313,0,0,14.41153384,0,0.673015873,6,5.778519657,0.1625,0,0,0,5400,52189.71,0.176065123,3,5.98,25.75,267.97,6.59328,0,0,0,0,6,1,0,5,0,0,0,0,2,6,2,0,1,4,0,2,0,0,0,0,0,0,1,0,3,0,1,1,0,2,0,0,0,0,1,3,6,1,0,4,5,0,0,2,0,2,0,1,0,0,0,0,1,2,1,5,0,2,1,6,1,0,2,2,0,0,0,0,0,1,0,2,1,0,0,0,1,0,6,6,0,5,0,1,2,1,0,0,2,0,0,0,0,0,0,4,0,2,0,0,1074_1st,74,Rocky River,Sugar maple forest,24,11.78376607,low,2010,Year_1,74,3733,6,NA,6,NA,NA,NA,3830,1938,5768,165914,4350,2.53,0,0,5.778519657,44.27185922
1075,SC,SugarMapleMixedHardwoodForest,0,0,19.12326456,4,26,20,0.024231078,0.151197134,1,14.14285714,0.056557532,0.624018098,54,2.85284073,0.242424242,0,0,0,833.3333333,101132.582,0.166066921,2,1.82,5.84,15.8,11.12362,0,0,0,3,4,0,0,4,0,0,0,0,0,0,5,0,4,2,0,4,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,3,0,0,0,0,5,2,0,4,0,3,0,4,1,0,0,0,0,0,0,5,6,0,0,0,0,4,0,0,0,0,0,1,0,0,2,1,0,1,4,0,0,0,0,0,2,0,1,2,0,0,3,1,0,0,0,2,0,0,1,0,0,1,0,2,0,0,1075_1st,75,South Chagrin,"""MIXED"" FORESTS",36,16.16930514,medium high,2010,Year_1,75,4573,54,165,54,NA,NA,NA,4476,889,5365,200486,3466,3.25,0,0,2.85284073,148.0925929
1076,NC,WetMesicRedMapleForest,0,0,29.12570648,5,34,22,0.01793756,0.406555154,2,17.00840129,0.003507305,0.652671544,23,0.240947763,0.10373444,310,60.853,0.070720831,550,34937.02621,0.184916986,3,24.7,2.11,33.71,11.30193,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1076_1st,76,North Chagrin,Maple-Ash-Elm forest,43,15.93382542,medium,2010,Year_1,76,17071,23,165,23,NA,NA,NA,1988,0,1988,148037,1487,3.85,0,0,0.240947763,36.37704816
1077,BR,BeechMixedHardwoodHemlockForest,0,0,24.44901873,8,27,21,0.056097085,0.441313183,2,17.64966397,0.013473155,0.704982822,35,4.520261406,0.092807425,100,4400.1875,0.121628299,4287.5,30741.65753,0.161578283,0,5.2,9.05,133.29,12.94123,0,0,0,1,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1077_1st,77,Brecksville,Beech-maple forest,50,16.12761607,medium,2010,Year_1,77,865,35,13,13,NA,NA,NA,7898,0,7898,223627,3410,2.65,0,0,4.520261406,204.9127777
1078,BC,SugarMapleMixedHardwoodForest,0,0,22.18323711,4,26,24,0.03103528,0.1163829,0,14.01077752,0.135445616,0.608652467,186,7.401623928,0.210526316,137.5,529.320625,0.075444345,150,20501.6384,0.064602257,1,33.995,3.74,209.85,11.51539,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,2,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,3,2,0,0,0,1,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,3,3,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1078_1st,78,Big Creek,Maple-Ash swamp,44,17.75592091,high,2010,Year_1,78,6374,186,NA,186,NA,NA,NA,1029,919,1947,127336,1862,1.48,47391,1283,7.401623928,392.1129787
1080,SC,RuderalWetMesicShrublandandThicket,0,0,14.17143732,5,28,20,0.010912464,0.058499805,1,15.10026017,0,0.631017897,30,0.342545697,0.125954198,10,1.963,0.029051403,810,32363.65444,0.129061581,1,4.03,0.66,143.45,12.68203,0,0,0,0,1,0,0,3,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,2,0,1,0,0,0,1,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0,0,3,1,0,0,1,0,1,0,0,1,0,1,2,1,0,0,0,0,0,3,0,0,3,0,0,2,1,0,0,2,2,0,0,0,0,0,0,0,2,0,0,1080_1st,80,South Chagrin,"""MIXED"" FORESTS",43,15.89438828,high,2010,Year_1,80,6908,30,188,30,133,243,133,11301,3296,14597,601646,6614,3.54,0,0,0.342545697,20.54578945
1081,NC,BeechMixedHardwoodHemlockForest,0,0,33.14616385,4,23,21,0.012946101,0.520156047,0,19.77660956,0.028422813,0.55842467,43,0.547974179,0.067524116,20,48.1,0.029964493,2750,121559.7595,0.373821347,3,6.825,2.09,337,12.28786,0,6,0,0,4,0,0,2,0,0,0,0,0,0,4,0,6,1,0,2,0,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,5,6,0,0,0,0,2,0,0,1,0,0,0,3,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1081_1st,81,North Chagrin,Beech-maple forest,43,18.54846232,medium,2010,Year_1,81,17124,43,516,43,5,138,5,11010,1830,12839,1917366,8952,1.68,0,0,0.547974179,658.3091874
1082,HI,SugarMapleMixedHardwoodForest,0,0,42.56369088,5,43,40,0.01628449,0.107320998,4,24.00284074,0.016090105,0.467882363,481,0.596859389,0.099630996,0,0,0,2560,30198.14852,0.155740369,2,9.49,15.6,243.18,12.1734,0,6,0,1,2,0,0,4,0,0,0,0,0,0,5,0,2,3,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,5,1,3,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,3,1,1,0,2,0,0,3,1,0,0,0,7,0,0,0,0,0,0,4,6,0,0,0,0,1,0,0,0,1,0,0,3,1,4,0,1,2,0,0,0,0,0,5,0,0,0,0,1082_1st,82,Hinckley,"""MIXED"" FORESTS",55,24.63088621,medium,2010,Year_1,82,335,481,587,481,171,374,171,12459,4223,16682,1813467,11535,1.38,1140957,7831,0.596859389,670.0874535
1083,MS,WetMesicRedMapleForest,0,0,25.98685525,1,13,13,0.002886043,0.665228335,0,12.70170592,0,0.217188062,180,1.276681769,0.161290323,0,0,0,1170,35442.54048,0.14369123,3,9.1,2.74,124.12,11.11104,0,2,0,1,6,0,0,3,0,0,0,0,0,0,4,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,6,1,0,0,1,3,6,0,0,0,2,0,1,0,0,0,0,0,0,3,6,3,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,1,0,0,0,0,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1083_1st,83,Mill Stream Run,"""MIXED"" FORESTS",30,16.27763922,high,2010,Year_1,83,828,180,171,171,14,144,14,12861,2764,15624,3645170,10878,1.22,2528157,11042,1.276681769,274.1885348
1086,RR,BottomlandForest,0,0,52.80739438,1,32,26,0.255217786,0.708483755,0,21.14422927,0.0433213,0.114620939,8,2.50384937,0.196721311,530,104.039,0.172640037,510,98872.63492,0.162045506,0,2.6,0.12,184.11,12.29273,0,0,0,0,4,0,0,6,0,0,0,0,3,0,3,4,4,4,0,3,0,0,0,0,0,0,0,4,1,0,0,1,0,2,1,0,0,5,0,0,0,0,0,4,0,0,1,3,0,4,0,0,2,0,0,1,0,1,4,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,2,0,0,3,0,0,4,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,1086_1st,86,Rocky River,Cottonwood Forest,55,21.77324216,high,2010,Year_1,86,12104,8,451,8,448,27,27,1434,1068,2502,95421,2036,1.74,0,0,2.50384937,125.6601733
1087,MS,BeechMixedHardwoodHemlockForest,0,0,38.08267864,2,13,13,0.00040205,0.001755926,1,18.76673856,0.089552239,0.064383963,708,0.372575143,0.13253012,0,0,0,1066.666667,91051.22286,0.260444252,3,0.78,23.92,9.73,11.69701,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3,4,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1087_1st,87,Mill Stream Run,Beech-maple forest,42,17.462565,medium,2010,Year_1,87,965,708,NA,708,NA,NA,NA,5745,4399,10144,907648,6080,1.15,603205,3629,0.372575143,525.3551569
1088,BK,MesicMeadow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,276.49,13.54695,0,0,0,0,2,0,1,3,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,1088_1st,88,Brookside,Young Field (<5 years),6,14.28355698,,2010,Year_1,88,6878,13,1193,13,NA,NA,NA,3793,845,4638,56697,3489,7.11,0,0,7.292565135,22.23640037
1089,BR,BeechMixedHardwoodHemlockForest,0,0,61.06350299,4,44,41,0.031861879,0.088148874,6,30.25,0.183286126,0.09669905,349,0.194264209,0.095238095,0,0,0,2040,87846.52986,0.224341813,4,1.3,28.72,311.81,7.23791,0,7,0,1,1,0,0,1,0,0,0,0,0,0,5,1,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,5,4,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1089_1st,89,Brecksville,Beech-maple forest,66,26.03075105,medium,2010,Year_1,89,1044,349,590,349,31,105,31,8257,749,9006,1771071,6580,1.5,867314,4697,0.194264209,430.0256762
1090,RR,SugarMapleMixedHardwoodForest,0,0,31.2538117,3,34,29,0.007296256,0.095081196,0,20.16403321,0.047540598,0.551973013,187,0.573648892,0.208695652,300,346.021,0.142793772,570,45595.15587,0.141104337,3,1.365,3.05,198.3,12.33657,0,5,0,0,4,0,0,1,0,0,0,0,1,0,4,1,5,5,0,3,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,5,0,0,0,0,0,6,0,0,2,1,0,1,0,3,0,0,1,1,7,4,4,0,0,1,0,4,0,0,2,0,0,2,0,0,2,0,0,7,6,0,0,0,0,1,0,0,2,2,0,0,6,0,1,0,0,2,0,0,0,0,0,3,0,1,0,0,1090_1st,90,Rocky River,Beech-maple forest,51,17.05961028,high,2010,Year_1,90,3744,187,109,109,NA,NA,NA,975,818,1794,106008,1331,2.33,29768,927,0.573648892,236.566865
1091,BE,BeechMixedHardwoodHemlockForest,0,0,33.32285868,6,13,15,0.193039839,0.718504343,1,14.81865691,0.017665244,0.107757986,5,6.487342174,0.130434783,130,133.956,0.071393323,2070,35917.16006,0.175698485,2,4.875,2.81,345.59,11.07629,0,0,0,1,1,0,0,3,0,0,0,0,0,0,1,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1091_1st,91,Bedford,Beech-maple forest,36,14.90482627,very high,2010,Year_1,91,3409,5,NA,5,514,514,514,9049,0,9049,528551,7985,2.68,0,0,6.487342174,97.72016187
1092,NC,OakMixedHardwoodForest,0,0,19.16746778,3,15,12,0.010799111,0.042725913,0,18.55778285,0.064516129,0.471694082,166,0.30277636,0.156950673,10,110.4,0.029359996,1740,33012.00311,0.128842189,4,0.65,2.87,197.83,9.73085,0,3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1092_1st,92,North Chagrin,Dry-Mesic Oak Forest and Woodland,52,20.79787788,high,2010,Year_1,92,16616,166,316,166,65,311,65,5583,1230,6813,1485834,5875,1.67,1026858,4909,0.30277636,243.6899418
1093,BR,WetMesicRedMapleForest,0,0,26.11348604,3,19,13,0.006408629,0.179396092,1,18.27815388,0.092362345,0.454706927,46,0.750234281,0.272727273,0,0,0,1280,27684.40343,0.124430896,0,0.91,1.44,76.95,10.74373,0,2,0,1,0,0,0,3,0,0,0,0,0,0,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,1093_1st,93,Brecksville,"""MIXED"" FORESTS",39,20.98357321,high,2010,Year_1,93,836,46,NA,46,NA,NA,NA,11366,6687,18053,1996689,8598,1.15,0,0,0.750234281,656.1264997
1094,RR,SugarMapleMixedHardwoodForest,0,0,21.07553614,1,33,24,0.018535469,0.081041059,1,17.25951648,0,0.437514023,28,1.728636662,0.086419753,20,221.8815,0.029414632,1560,21094.24681,0.154980759,4,4.68,19.64,332.71,7.05075,0,1,0,0,2,0,0,4,0,0,0,0,2,1,2,1,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,3,0,2,1,0,0,2,0,0,0,0,0,3,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,0,0,0,0,0,3,2,1,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1094_1st,94,Rocky River,"""MIXED"" FORESTS",30,15.89769927,high,2010,Year_1,94,7034,28,475,28,66,5,5,8129,3163,11291,1076909,9523,2.66,0,0,1.728636662,77.33554645
1097,NC,BeechMixedHardwoodHemlockForest,0,0,45.20447523,2,27,21,0.00463526,0.131262306,1,24.83333333,0.055348939,0.307153796,14,0.992598392,0.078804348,60,799.013,0.117304016,3160,28166.03981,0.143654784,3,6.175,6.93,41.67,12.55712,0,6,0,2,5,0,0,3,0,0,0,0,1,0,1,0,4,2,0,3,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,1,1,3,0,0,0,0,0,5,0,0,1,1,0,0,0,1,0,0,0,0,1,1,2,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,5,7,0,0,0,0,1,0,0,2,4,0,0,6,0,0,0,0,5,0,0,0,0,0,0,1,0,1,0,1097_1st,96,North Chagrin,Beech-maple forest,54,21.06339637,medium,2010,Year_1,96,17124,14,593,14,14,17,14,11010,1830,12839,1917366,8952,1.68,0,0,0.992598392,619.4841881
